sample_id,dataset,emotion,split,pitch_mean,pitch_std,voiced_ratio,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,pause_count,speaking_continuity
s006700,CREMA-D,sad,train,124.63731243973622,12.508801851712986,0.2857142857142857,0.0917732697710687,0.09411691109642444,0.06786790236928104,0.035504534913606695,0.0,0,1.0
s005112,CREMA-D,sad,train,108.17999856705691,9.33934333315958,0.8421052631578947,0.08309782045452219,0.06605648881632724,0.0525390625,0.026389488619643447,0.0,0,1.0
s009526,TESS,sad,validation,198.66670261078576,38.69413062785533,0.6794871794871795,0.1774106793285858,0.13393997155922355,0.098828125,0.14768124115133152,0.0,0,1.0
s003642,CREMA-D,sad,test,106.50526777039644,9.428366629242978,0.42045454545454547,0.09724503918550909,0.0705137616267946,0.06358753551136363,0.050037065079812426,0.0,0,1.0
s006846,CREMA-D,sad,test,0.0,0.0,0.0,0.13542898256464053,0.06108610855117382,0.0509745796319797,0.02512914916208487,0.0,0,1.0
s000807,RAVDESS,sad,train,105.67580700363814,14.431953555000407,0.95,0.14455416145100564,0.08401252367651549,0.08435366334033613,0.1259111800080156,0.016949152542372836,0,0.9830508474576272
s000980,RAVDESS,sad,train,126.78392897423049,15.788481431962174,0.9090909090909091,0.11564428549459622,0.07713000085314385,0.10432196100917432,0.08576157982446084,0.0,0,1.0
s000320,RAVDESS,sad,validation,229.2257186010795,26.47364619988097,0.8260869565217391,0.15385528123278144,0.12850979706660873,0.12598369069343066,0.13724129158204632,0.11764705882352944,1,0.8823529411764706
s002242,CREMA-D,sad,validation,105.95848700574611,17.113697135428477,0.2676056338028169,0.12700239631911397,0.0734058366063499,0.05497634242957746,0.025614938843068286,0.0,0,1.0
s010724,TESS,sad,train,218.17947779695066,35.72079423648712,0.782608695652174,0.16641841784296355,0.12955752303169804,0.17446253421532848,0.24989788980783412,0.044117647058823484,1,0.9558823529411765
s000458,RAVDESS,sad,validation,183.51269867854108,22.78181598681088,0.8958333333333334,0.14390247417491323,0.08131396514603305,0.11812294407894737,0.14002965826581554,0.0,0,1.0
s003025,CREMA-D,sad,train,205.56799404437868,17.490510146053502,0.5294117647058824,0.12622873734354095,0.05577613057272464,0.05466595818014706,0.047497002195791595,0.0,0,1.0
s002834,CREMA-D,sad,train,174.1170609283742,12.654801816806895,0.2,0.11894356325831053,0.06562038378595507,0.14367752555031446,0.1591611567965544,0.0,0,1.0
s009573,TESS,sad,validation,191.87944857436068,24.53944260451735,0.5609756097560976,0.15620110220582475,0.11964420342124203,0.12591701600609756,0.170817867247256,0.0,0,1.0
s009599,TESS,sad,validation,193.5074259815889,34.736868807463175,0.7619047619047619,0.19930235779888572,0.12145045476546888,0.08386811755952381,0.13099451130471804,0.0,0,1.0
s009619,TESS,sad,validation,194.6288473607782,27.074837624131636,0.5454545454545454,0.12259558611682483,0.10563110544864607,0.10010602678571429,0.15163672605163775,0.011494252873563204,0,0.9885057471264368
s011100,SAVEE,sad,train,177.4799939385315,24.58611544511117,0.9090909090909091,0.1950815541097425,0.14238959001756832,0.13141847566793893,0.145949097073632,0.03076923076923077,2,0.9692307692307692
s010756,TESS,sad,train,218.5422418382658,37.12509728599817,0.7727272727272727,0.17696613157239124,0.11173583656572621,0.14291358540076335,0.21520833925589172,0.0,0,1.0
s007541,CREMA-D,sad,train,111.01787825738832,12.14297870973373,0.8214285714285714,0.07259130087082408,0.0820432554957639,0.05793108258928571,0.04125444377679462,0.0,0,1.0
s002210,CREMA-D,sad,validation,0.0,0.0,0.0,0.17518324958270087,0.046627889484736514,0.04458438648897059,0.017117468267474432,0.0,0,1.0
s002540,CREMA-D,sad,test,81.27093385235199,5.1229669681362235,0.05555555555555555,0.09256838344865376,0.07133379550442544,0.06939019097222222,0.06962882043527624,0.0,0,1.0
s004216,CREMA-D,sad,validation,141.3900285247355,28.847087026364353,0.358695652173913,0.08814698277527223,0.07354509263412402,0.07121475883152174,0.05855025447993195,0.0,0,1.0
s000546,RAVDESS,sad,train,120.31013414302774,17.057394155050922,0.6470588235294118,0.12831487643790643,0.08091519250499753,0.11963374071782178,0.15869872464812596,0.0,0,1.0
s009585,TESS,sad,validation,199.85272617491398,43.48379566462658,0.8714285714285714,0.16537171974112944,0.0960368147634391,0.09001813616071429,0.14868635466266922,0.0,0,1.0
s008437,CREMA-D,sad,test,140.69808701473968,48.409727135299015,0.5205479452054794,0.08003882614717092,0.06809414994276453,0.05266748715753425,0.045454353723613124,0.0,0,1.0
s005346,CREMA-D,sad,train,215.54623816790868,56.67399204530934,0.6753246753246753,0.1220447658226381,0.10576520894563317,0.06101281658496732,0.01951595249810854,0.0,0,1.0
s002172,CREMA-D,sad,train,124.38094215343536,3.569128171481247,0.14285714285714285,0.143764050464545,0.06799190431507392,0.05586635044642857,0.027767831174166323,0.0,0,1.0
s007044,CREMA-D,sad,test,171.36275179813416,47.64996206940657,0.803030303030303,0.12523808062189457,0.06893915757529497,0.0691213896780303,0.052904985722013395,0.0,0,1.0
s010788,TESS,sad,train,216.17692626442576,39.91742799673425,0.8840579710144928,0.14305316568588486,0.08579028355431269,0.1307319972826087,0.23111973663172064,0.0,0,1.0
s009682,TESS,sad,validation,201.60118996282077,28.19337801702382,0.6829268292682927,0.1558655425054362,0.11474183607158793,0.09140982278963415,0.13379213188672062,0.0,0,1.0
s006140,CREMA-D,sad,test,119.52617581152728,40.99204211266096,0.9113924050632911,0.1532718159590557,0.06766078394422498,0.055353055334394906,0.03381224134146519,0.0,0,1.0
s010868,TESS,sad,train,227.348048442517,39.87144563584082,0.7428571428571429,0.17979723189642532,0.1274815902960578,0.12225297886690648,0.20913968771624422,0.0,0,1.0
s009695,TESS,sad,validation,199.3644719487486,31.832769416965004,0.675,0.17595079760067164,0.1284965934880713,0.110357666015625,0.1526689822364362,0.0,0,1.0
s004110,CREMA-D,sad,train,162.167648995764,33.74213625577613,0.34408602150537637,0.1270065073885264,0.108285275884644,0.11728725638440861,0.14158937864604226,0.0,0,1.0
s001125,CREMA-D,sad,test,100.51808736002963,12.257525396767578,0.23157894736842105,0.05494040632130284,0.046296580184378565,0.09275801809210527,0.073615446666215,0.0,0,1.0
s008309,CREMA-D,sad,validation,172.1732589787261,86.58660073511685,0.4606741573033708,0.08736855066852288,0.07667457097615632,0.07269355688202248,0.0690944990789924,0.0,0,1.0
s005158,CREMA-D,sad,train,111.95341147193594,3.360852290216622,0.49230769230769234,0.16387631543553793,0.04936011646996261,0.060960036057692304,0.04962922544099948,0.0,0,1.0
s007787,CREMA-D,sad,train,80.10596352878413,13.701698078726231,0.8876404494382022,0.12966095603835048,0.11160001377216319,0.049354810393258425,0.04285389683713648,0.0,0,1.0
s006797,CREMA-D,sad,test,0.0,0.0,0.0,0.09577984712694003,0.04544698192509081,0.05262398097826087,0.02132310598299498,0.0,0,1.0
s002128,CREMA-D,sad,train,225.67519365323477,3.8165377712568285,0.21311475409836064,0.1052437195600557,0.07014494327042634,0.048610214359504134,0.01994512723008857,0.0,0,1.0
s007653,CREMA-D,sad,train,102.13826543308731,6.050815376695702,0.6666666666666666,0.1547482971777052,0.09212587958628791,0.056548867449664426,0.024256476068892894,0.0,0,1.0
s003372,CREMA-D,sad,train,270.8778945419528,55.74056494679776,0.5842696629213483,0.13216714657257111,0.1075178564527428,0.09660287921348315,0.12477307453546367,0.0,0,1.0
s009557,TESS,sad,validation,204.3950903787756,40.43141479904589,0.6987951807228916,0.19263365886766803,0.118609538230755,0.11372514204545454,0.1618453367293451,0.0,0,1.0
s004254,CREMA-D,sad,train,192.7797302358427,13.741194228921554,0.31645569620253167,0.1169357818260694,0.07985223066320098,0.06050333399681529,0.026240138838574213,0.0,0,1.0
s005206,CREMA-D,sad,train,91.89583456853323,15.908232063106674,0.5416666666666666,0.11662868356021742,0.05402693821073969,0.058085123697916664,0.02665514745614765,0.0,0,1.0
s003894,CREMA-D,sad,train,105.73331633532734,18.982867651767116,0.7142857142857143,0.0692920122848271,0.06638142248341349,0.06935740041208792,0.03710485000956958,0.0,0,1.0
s009558,TESS,sad,validation,204.0996573094171,21.679604124466795,0.5569620253164557,0.18598558464840909,0.11202599005003785,0.11845640923566879,0.16004817514404285,0.0,0,1.0
s001024,RAVDESS,sad,train,219.78420191962942,33.51050321667754,0.9420289855072463,0.08773365018236702,0.08749673637861546,0.1556013343978102,0.1438733944380586,0.014705882352941124,1,0.9852941176470589
